Jurisdiction,Month,Year,Number_fires
New Brunswick,March,2010,3.0
New Brunswick,April,2010,47.0
New Brunswick,May,2010,52.0
New Brunswick,June,2010,7.0
New Brunswick,July,2010,14.0
New Brunswick,August,2010,42.0
New Brunswick,September,2010,11.0
New Brunswick,October,2010,2.0
New Brunswick,November,2010,1.0
New Brunswick,December,2010,
Newfoundland and Labrador,January,2010,
Newfoundland and Labrador,March,2010,2.0
Newfoundland and Labrador,April,2010,7.0
Newfoundland and Labrador,May,2010,5.0
Newfoundland and Labrador,June,2010,4.0
Newfoundland and Labrador,July,2010,4.0
Newfoundland and Labrador,August,2010,11.0
Newfoundland and Labrador,September,2010,6.0
Newfoundland and Labrador,October,2010,3.0
Newfoundland and Labrador,November,2010,1.0
Newfoundland and Labrador,December,2010,
Northwest Territories,January,2010,
Northwest Territories,February,2010,
Northwest Territories,April,2010,
Northwest Territories,May,2010,5.0
Northwest Territories,June,2010,81.0
Northwest Territories,July,2010,121.0
Northwest Territories,August,2010,13.0
Northwest Territories,September,2010,4.0
Northwest Territories,October,2010,
Northwest Territories,November,2010,
Northwest Territories,December,2010,
Nova Scotia,January,2010,
Nova Scotia,March,2010,59.0
Nova Scotia,April,2010,114.0
Nova Scotia,May,2010,63.0
Nova Scotia,June,2010,9.0
Nova Scotia,July,2010,
Nova Scotia,August,2010,
Nova Scotia,September,2010,
Nova Scotia,October,2010,
Nova Scotia,November,2010,5.0
Ontario,January,2010,
Ontario,February,2010,
Ontario,March,2010,34.0
Ontario,April,2010,199.0
Ontario,May,2010,334.0
Ontario,June,2010,83.0
Ontario,July,2010,166.0
Ontario,August,2010,80.0
Ontario,September,2010,12.0
Ontario,October,2010,23.0
Ontario,November,2010,2.0
Ontario,December,2010,
Prince Edward Island,January,2010,0.0
Prince Edward Island,February,2010,0.0
Prince Edward Island,March,2010,0.0
Prince Edward Island,April,2010,1.0
Prince Edward Island,May,2010,3.0
Prince Edward Island,June,2010,0.0
Prince Edward Island,July,2010,0.0
Prince Edward Island,August,2010,0.0
Prince Edward Island,September,2010,0.0
Prince Edward Island,October,2010,0.0
Prince Edward Island,November,2010,0.0
Prince Edward Island,December,2010,0.0
Quebec,February,2010,
Quebec,March,2010,11.0
Quebec,April,2010,108.0
Quebec,May,2010,251.0
Quebec,June,2010,154.0
Quebec,July,2010,89.0
Quebec,August,2010,95.0
Quebec,September,2010,21.0
Quebec,October,2010,7.0
Quebec,November,2010,4.0
Quebec,December,2010,
Saskatchewan,January,2010,1.0
Saskatchewan,February,2010,
Saskatchewan,March,2010,1.0
Saskatchewan,April,2010,56.0
Saskatchewan,May,2010,103.0
Saskatchewan,June,2010,166.0
Saskatchewan,July,2010,190.0
Saskatchewan,August,2010,64.0
Saskatchewan,September,2010,
Saskatchewan,October,2010,1.0
Saskatchewan,November,2010,
Saskatchewan,December,2010,
Yukon,January,2010,1.0
Yukon,March,2010,
Yukon,April,2010,
Yukon,May,2010,20.0
Yukon,June,2010,38.0
Yukon,July,2010,18.0
Yukon,August,2010,10.0
Yukon,September,2010,
Yukon,October,2010,2.0
Yukon,November,2010,
Yukon,December,2010,
Alberta,January,2011,2.0
Alberta,February,2011,
Alberta,March,2011,1.0
Alberta,April,2011,140.0
Alberta,May,2011,405.0
Alberta,June,2011,115.0
Alberta,July,2011,174.0
Alberta,August,2011,160.0
Alberta,September,2011,135.0
Alberta,October,2011,44.0
Alberta,November,2011,29.0
Alberta,December,2011,3.0
British Columbia,January,2011,2.0
British Columbia,February,2011,2.0
British Columbia,March,2011,9.0
British Columbia,April,2011,48.0
British Columbia,May,2011,67.0
British Columbia,June,2011,68.0
British Columbia,July,2011,115.0
British Columbia,August,2011,223.0
British Columbia,September,2011,107.0
British Columbia,October,2011,37.0
British Columbia,November,2011,6.0
British Columbia,December,2011,
Manitoba,January,2011,
Manitoba,February,2011,
Manitoba,March,2011,
Manitoba,April,2011,6.0
Manitoba,May,2011,39.0
Manitoba,June,2011,38.0
Manitoba,July,2011,106.0
Manitoba,August,2011,82.0
Manitoba,September,2011,19.0
Manitoba,October,2011,27.0
Manitoba,November,2011,6.0
Manitoba,December,2011,
New Brunswick,March,2011,
New Brunswick,April,2011,23.0
New Brunswick,May,2011,25.0
New Brunswick,June,2011,7.0
New Brunswick,July,2011,11.0
New Brunswick,August,2011,1.0
New Brunswick,September,2011,
New Brunswick,October,2011,
New Brunswick,November,2011,
New Brunswick,December,2011,
Newfoundland and Labrador,January,2011,
Newfoundland and Labrador,March,2011,
Newfoundland and Labrador,April,2011,2.0
Newfoundland and Labrador,May,2011,14.0
Newfoundland and Labrador,June,2011,5.0
Newfoundland and Labrador,July,2011,5.0
Newfoundland and Labrador,August,2011,9.0
Newfoundland and Labrador,September,2011,5.0
Newfoundland and Labrador,October,2011,
Newfoundland and Labrador,November,2011,
Newfoundland and Labrador,December,2011,
Northwest Territories,January,2011,
Northwest Territories,February,2011,
Northwest Territories,April,2011,
Northwest Territories,May,2011,14.0
Northwest Territories,June,2011,78.0
Northwest Territories,July,2011,85.0
Northwest Territories,August,2011,22.0
Northwest Territories,September,2011,2.0
Northwest Territories,October,2011,
Northwest Territories,November,2011,
Northwest Territories,December,2011,
Nova Scotia,January,2011,
Nova Scotia,March,2011,20.0
Nova Scotia,April,2011,62.0
Nova Scotia,May,2011,9.0
Nova Scotia,June,2011,6.0
Nova Scotia,July,2011,8.0
Nova Scotia,August,2011,7.0
Nova Scotia,September,2011,2.0
Nova Scotia,October,2011,
Nova Scotia,November,2011,
Ontario,January,2011,
Ontario,February,2011,
Ontario,March,2011,
Ontario,April,2011,30.0
Ontario,May,2011,145.0
Ontario,June,2011,129.0
Ontario,July,2011,398.0
Ontario,August,2011,401.0
Ontario,September,2011,171.0
Ontario,October,2011,58.0
Ontario,November,2011,4.0
Ontario,December,2011,3.0
Prince Edward Island,January,2011,0.0
Prince Edward Island,February,2011,0.0
Prince Edward Island,March,2011,0.0
Prince Edward Island,April,2011,2.0
Prince Edward Island,May,2011,1.0
Prince Edward Island,June,2011,0.0
Prince Edward Island,July,2011,0.0
Prince Edward Island,August,2011,0.0
Prince Edward Island,September,2011,1.0
Prince Edward Island,October,2011,0.0
Prince Edward Island,November,2011,0.0
Prince Edward Island,December,2011,0.0
Quebec,February,2011,
Quebec,March,2011,
Quebec,April,2011,4.0
Quebec,May,2011,63.0
Quebec,June,2011,75.0
Quebec,July,2011,71.0
Quebec,August,2011,58.0
Quebec,September,2011,29.0
Quebec,October,2011,26.0
Quebec,November,2011,5.0
Quebec,December,2011,
Saskatchewan,January,2011,
Saskatchewan,February,2011,
Saskatchewan,March,2011,
Saskatchewan,April,2011,20.0
Saskatchewan,May,2011,144.0
Saskatchewan,June,2011,68.0
Saskatchewan,July,2011,19.0
Saskatchewan,August,2011,15.0
Saskatchewan,September,2011,28.0
Saskatchewan,October,2011,13.0
Saskatchewan,November,2011,1.0
Saskatchewan,December,2011,
Yukon,January,2011,
Yukon,March,2011,
Yukon,April,2011,1.0
Yukon,May,2011,24.0
Yukon,June,2011,13.0
Yukon,July,2011,14.0
Yukon,August,2011,1.0
Yukon,September,2011,3.0
Yukon,October,2011,
Yukon,November,2011,
Yukon,December,2011,
Alberta,January,2012,14.0
Alberta,February,2012,3.0
Alberta,March,2012,32.0
Alberta,April,2012,123.0
Alberta,May,2012,456.0
Alberta,June,2012,124.0
Alberta,July,2012,410.0
Alberta,August,2012,272.0
Alberta,September,2012,170.0
Alberta,October,2012,40.0
Alberta,November,2012,2.0
Alberta,December,2012,
British Columbia,January,2012,2.0
British Columbia,February,2012,2.0
British Columbia,March,2012,6.0
British Columbia,April,2012,74.0
British Columbia,May,2012,168.0
British Columbia,June,2012,57.0
British Columbia,July,2012,417.0
British Columbia,August,2012,642.0
British Columbia,September,2012,205.0
British Columbia,October,2012,83.0
British Columbia,November,2012,2.0
British Columbia,December,2012,1.0
Manitoba,January,2012,
Manitoba,February,2012,
Manitoba,March,2012,11.0
Manitoba,April,2012,51.0
Manitoba,May,2012,42.0
Manitoba,June,2012,61.0
Manitoba,July,2012,263.0
Manitoba,August,2012,43.0
Manitoba,September,2012,22.0
Manitoba,October,2012,6.0
Manitoba,November,2012,
Manitoba,December,2012,
New Brunswick,March,2012,8.0
New Brunswick,April,2012,189.0
New Brunswick,May,2012,49.0
New Brunswick,June,2012,22.0
New Brunswick,July,2012,26.0
New Brunswick,August,2012,28.0
New Brunswick,September,2012,12.0
New Brunswick,October,2012,3.0
New Brunswick,November,2012,1.0
New Brunswick,December,2012,
Newfoundland and Labrador,January,2012,
Newfoundland and Labrador,March,2012,1.0
Newfoundland and Labrador,April,2012,20.0
Newfoundland and Labrador,May,2012,14.0
Newfoundland and Labrador,June,2012,31.0
Newfoundland and Labrador,July,2012,36.0
Newfoundland and Labrador,August,2012,9.0
Newfoundland and Labrador,September,2012,4.0
Newfoundland and Labrador,October,2012,
Newfoundland and Labrador,November,2012,
Newfoundland and Labrador,December,2012,
Northwest Territories,January,2012,
Northwest Territories,February,2012,
Northwest Territories,April,2012,
Northwest Territories,May,2012,12.0
Northwest Territories,June,2012,76.0
Northwest Territories,July,2012,148.0
Northwest Territories,August,2012,43.0
Northwest Territories,September,2012,10.0
Northwest Territories,October,2012,
Northwest Territories,November,2012,
Northwest Territories,December,2012,
Nova Scotia,January,2012,
Nova Scotia,March,2012,72.0
Nova Scotia,April,2012,157.0
Nova Scotia,May,2012,35.0
Nova Scotia,June,2012,22.0
Nova Scotia,July,2012,32.0
Nova Scotia,August,2012,26.0
Nova Scotia,September,2012,9.0
Nova Scotia,October,2012,
Nova Scotia,November,2012,
Ontario,January,2012,1.0
Ontario,February,2012,
Ontario,March,2012,16.0
Ontario,April,2012,136.0
Ontario,May,2012,276.0
Ontario,June,2012,125.0
Ontario,July,2012,710.0
Ontario,August,2012,181.0
Ontario,September,2012,175.0
Ontario,October,2012,13.0
Ontario,November,2012,2.0
Ontario,December,2012,
Prince Edward Island,January,2012,0.0
Prince Edward Island,February,2012,0.0
Prince Edward Island,March,2012,0.0
Prince Edward Island,April,2012,2.0
Prince Edward Island,May,2012,3.0
Prince Edward Island,June,2012,1.0
Prince Edward Island,July,2012,1.0
Prince Edward Island,August,2012,1.0
Prince Edward Island,September,2012,0.0
Prince Edward Island,October,2012,0.0
Prince Edward Island,November,2012,0.0
Prince Edward Island,December,2012,0.0
Quebec,February,2012,
Quebec,March,2012,14.0
Quebec,April,2012,113.0
Quebec,May,2012,181.0
Quebec,June,2012,94.0
Quebec,July,2012,268.0
Quebec,August,2012,86.0
Quebec,September,2012,32.0
Quebec,October,2012,7.0
Quebec,November,2012,3.0
Quebec,December,2012,
Saskatchewan,January,2012,
Saskatchewan,February,2012,
Saskatchewan,March,2012,1.0
Saskatchewan,April,2012,40.0
Saskatchewan,May,2012,89.0
Saskatchewan,June,2012,38.0
Saskatchewan,July,2012,169.0
Saskatchewan,August,2012,72.0
Saskatchewan,September,2012,15.0
Saskatchewan,October,2012,2.0
Saskatchewan,November,2012,2.0
Saskatchewan,December,2012,
Yukon,January,2012,
Yukon,March,2012,
Yukon,April,2012,
Yukon,May,2012,4.0
Yukon,June,2012,74.0
Yukon,July,2012,29.0
Yukon,August,2012,19.0
Yukon,September,2012,1.0
Yukon,October,2012,
Yukon,November,2012,
Yukon,December,2012,
Alberta,January,2013,1.0
Alberta,February,2013,3.0
Alberta,March,2013,9.0
Alberta,April,2013,37.0
Alberta,May,2013,529.0
Alberta,June,2013,132.0
Alberta,July,2013,211.0
Alberta,August,2013,180.0
Alberta,September,2013,135.0
Alberta,October,2013,26.0
Alberta,November,2013,15.0
Alberta,December,2013,1.0
British Columbia,January,2013,1.0
British Columbia,February,2013,
British Columbia,March,2013,21.0
British Columbia,April,2013,85.0
British Columbia,May,2013,128.0
British Columbia,June,2013,101.0
British Columbia,July,2013,367.0
British Columbia,August,2013,999.0
British Columbia,September,2013,131.0
British Columbia,October,2013,43.0
British Columbia,November,2013,1.0
British Columbia,December,2013,2.0
Manitoba,January,2013,
Manitoba,February,2013,
Manitoba,March,2013,
Manitoba,April,2013,3.0
Manitoba,May,2013,71.0
Manitoba,June,2013,106.0
Manitoba,July,2013,169.0
Manitoba,August,2013,103.0
Manitoba,September,2013,43.0
Manitoba,October,2013,
Manitoba,November,2013,1.0
Manitoba,December,2013,
New Brunswick,March,2013,3.0
New Brunswick,April,2013,176.0
New Brunswick,May,2013,123.0
New Brunswick,June,2013,7.0
New Brunswick,July,2013,34.0
New Brunswick,August,2013,7.0
New Brunswick,September,2013,
New Brunswick,October,2013,3.0
New Brunswick,November,2013,
New Brunswick,December,2013,
Newfoundland and Labrador,January,2013,
Newfoundland and Labrador,March,2013,
Newfoundland and Labrador,April,2013,7.0
Newfoundland and Labrador,May,2013,21.0
Newfoundland and Labrador,June,2013,10.0
Newfoundland and Labrador,July,2013,22.0
Newfoundland and Labrador,August,2013,7.0
Newfoundland and Labrador,September,2013,
Newfoundland and Labrador,October,2013,2.0
Newfoundland and Labrador,November,2013,
Newfoundland and Labrador,December,2013,
Northwest Territories,January,2013,
Northwest Territories,February,2013,
Northwest Territories,April,2013,
Northwest Territories,May,2013,4.0
Northwest Territories,June,2013,152.0
Northwest Territories,July,2013,77.0
Northwest Territories,August,2013,19.0
Northwest Territories,September,2013,5.0
Northwest Territories,October,2013,
Northwest Territories,November,2013,
Northwest Territories,December,2013,
Nova Scotia,January,2013,
Nova Scotia,March,2013,3.0
Nova Scotia,April,2013,59.0
Nova Scotia,May,2013,85.0
Nova Scotia,June,2013,2.0
Nova Scotia,July,2013,6.0
Nova Scotia,August,2013,17.0
Nova Scotia,September,2013,2.0
Nova Scotia,October,2013,
Nova Scotia,November,2013,
Ontario,January,2013,
Ontario,February,2013,
Ontario,March,2013,
Ontario,April,2013,19.0
Ontario,May,2013,140.0
Ontario,June,2013,122.0
Ontario,July,2013,168.0
Ontario,August,2013,105.0
Ontario,September,2013,20.0
Ontario,October,2013,8.0
Ontario,November,2013,
Ontario,December,2013,
Prince Edward Island,January,2013,0.0
Prince Edward Island,February,2013,0.0
Prince Edward Island,March,2013,0.0
Prince Edward Island,April,2013,4.0
Prince Edward Island,May,2013,1.0
Prince Edward Island,June,2013,1.0
Prince Edward Island,July,2013,1.0
Prince Edward Island,August,2013,1.0
Prince Edward Island,September,2013,0.0
Prince Edward Island,October,2013,0.0
Prince Edward Island,November,2013,0.0
Prince Edward Island,December,2013,0.0
Quebec,February,2013,
Quebec,March,2013,
Quebec,April,2013,64.0
Quebec,May,2013,164.0
Quebec,June,2013,89.0
Quebec,July,2013,138.0
Quebec,August,2013,40.0
Quebec,September,2013,15.0
Quebec,October,2013,15.0
Quebec,November,2013,3.0
Quebec,December,2013,
Saskatchewan,January,2013,
Saskatchewan,February,2013,
Saskatchewan,March,2013,
Saskatchewan,April,2013,4.0
Saskatchewan,May,2013,177.0
Saskatchewan,June,2013,51.0
Saskatchewan,July,2013,48.0
Saskatchewan,August,2013,115.0
Saskatchewan,September,2013,48.0
Saskatchewan,October,2013,6.0
Saskatchewan,November,2013,
Saskatchewan,December,2013,
Yukon,January,2013,
Yukon,March,2013,
Yukon,April,2013,
Yukon,May,2013,7.0
Yukon,June,2013,100.0
Yukon,July,2013,29.0
Yukon,August,2013,39.0
Yukon,September,2013,2.0
Yukon,October,2013,
Yukon,November,2013,
Yukon,December,2013,
Alberta,January,2014,9.0
Alberta,February,2014,
Alberta,March,2014,11.0
Alberta,April,2014,81.0
Alberta,May,2014,360.0
Alberta,June,2014,282.0
Alberta,July,2014,330.0
Alberta,August,2014,263.0
Alberta,September,2014,114.0
Alberta,October,2014,39.0
Alberta,November,2014,15.0
Alberta,December,2014,2.0
British Columbia,January,2014,1.0
British Columbia,February,2014,4.0
British Columbia,March,2014,10.0
British Columbia,April,2014,107.0
British Columbia,May,2014,105.0
British Columbia,June,2014,132.0
British Columbia,July,2014,485.0
British Columbia,August,2014,502.0
British Columbia,September,2014,90.0
British Columbia,October,2014,40.0
British Columbia,November,2014,
British Columbia,December,2014,2.0
Manitoba,January,2014,
Manitoba,February,2014,
Manitoba,March,2014,
Manitoba,April,2014,5.0
Manitoba,May,2014,41.0
Manitoba,June,2014,49.0
Manitoba,July,2014,45.0
Manitoba,August,2014,94.0
Manitoba,September,2014,11.0
Manitoba,October,2014,1.0
Manitoba,November,2014,
Manitoba,December,2014,
New Brunswick,March,2014,
New Brunswick,April,2014,39.0
New Brunswick,May,2014,79.0
New Brunswick,June,2014,20.0
New Brunswick,July,2014,16.0
New Brunswick,August,2014,12.0
New Brunswick,September,2014,9.0
New Brunswick,October,2014,5.0
New Brunswick,November,2014,
New Brunswick,December,2014,
Newfoundland and Labrador,January,2014,
Newfoundland and Labrador,March,2014,
Newfoundland and Labrador,April,2014,
Newfoundland and Labrador,May,2014,
Newfoundland and Labrador,June,2014,
Newfoundland and Labrador,July,2014,
Newfoundland and Labrador,August,2014,
Newfoundland and Labrador,September,2014,1.0
Newfoundland and Labrador,October,2014,
Newfoundland and Labrador,November,2014,
Newfoundland and Labrador,December,2014,
Northwest Territories,January,2014,
Northwest Territories,February,2014,
Northwest Territories,April,2014,1.0
Northwest Territories,May,2014,4.0
Northwest Territories,June,2014,118.0
Northwest Territories,July,2014,188.0
Northwest Territories,August,2014,77.0
Northwest Territories,September,2014,
Northwest Territories,October,2014,
Northwest Territories,November,2014,
Northwest Territories,December,2014,
Nova Scotia,January,2014,
Nova Scotia,March,2014,1.0
Nova Scotia,April,2014,41.0
Nova Scotia,May,2014,71.0
Nova Scotia,June,2014,23.0
Nova Scotia,July,2014,13.0
Nova Scotia,August,2014,10.0
Nova Scotia,September,2014,8.0
Nova Scotia,October,2014,5.0
Nova Scotia,November,2014,
Ontario,January,2014,
Ontario,February,2014,
Ontario,March,2014,1.0
Ontario,April,2014,5.0
Ontario,May,2014,54.0
Ontario,June,2014,73.0
Ontario,July,2014,86.0
Ontario,August,2014,77.0
Ontario,September,2014,7.0
Ontario,October,2014,6.0
Ontario,November,2014,
Ontario,December,2014,
Prince Edward Island,January,2014,
Prince Edward Island,February,2014,
Prince Edward Island,March,2014,
Prince Edward Island,April,2014,
Prince Edward Island,May,2014,1.0
Prince Edward Island,June,2014,2.0
Prince Edward Island,July,2014,
Prince Edward Island,August,2014,
Prince Edward Island,September,2014,1.0
Prince Edward Island,October,2014,
Prince Edward Island,November,2014,
Prince Edward Island,December,2014,
Quebec,February,2014,
Quebec,March,2014,
Quebec,April,2014,14.0
Quebec,May,2014,57.0
Quebec,June,2014,72.0
Quebec,July,2014,66.0
Quebec,August,2014,67.0
Quebec,September,2014,11.0
Quebec,October,2014,5.0
Quebec,November,2014,4.0
Quebec,December,2014,
Saskatchewan,January,2014,
Saskatchewan,February,2014,
Saskatchewan,March,2014,
Saskatchewan,April,2014,5.0
Saskatchewan,May,2014,142.0
Saskatchewan,June,2014,37.0
Saskatchewan,July,2014,111.0
Saskatchewan,August,2014,97.0
Saskatchewan,September,2014,10.0
Saskatchewan,October,2014,3.0
Saskatchewan,November,2014,
Saskatchewan,December,2014,
Yukon,January,2014,
Yukon,March,2014,
Yukon,April,2014,1.0
Yukon,May,2014,4.0
Yukon,June,2014,14.0
Yukon,July,2014,10.0
Yukon,August,2014,5.0
Yukon,September,2014,
Yukon,October,2014,
Yukon,November,2014,
Yukon,December,2014,
Alberta,January,2015,2.0
Alberta,February,2015,4.0
Alberta,March,2015,32.0
Alberta,April,2015,277.0
Alberta,May,2015,505.0
Alberta,June,2015,504.0
Alberta,July,2015,318.0
Alberta,August,2015,162.0
Alberta,September,2015,55.0
Alberta,October,2015,62.0
Alberta,November,2015,23.0
Alberta,December,2015,8.0
British Columbia,January,2015,
British Columbia,February,2015,2.0
British Columbia,March,2015,31.0
British Columbia,April,2015,82.0
British Columbia,May,2015,309.0
British Columbia,June,2015,443.0
British Columbia,July,2015,538.0
British Columbia,August,2015,404.0
British Columbia,September,2015,31.0
British Columbia,October,2015,27.0
British Columbia,November,2015,3.0
British Columbia,December,2015,1.0
Manitoba,January,2015,
Manitoba,February,2015,
Manitoba,March,2015,2.0
Manitoba,April,2015,50.0
Manitoba,May,2015,75.0
Manitoba,June,2015,151.0
Manitoba,July,2015,169.0
Manitoba,August,2015,13.0
Manitoba,September,2015,1.0
Manitoba,October,2015,2.0
Manitoba,November,2015,
Manitoba,December,2015,
New Brunswick,March,2015,
New Brunswick,April,2015,3.0
New Brunswick,May,2015,165.0
New Brunswick,June,2015,3.0
New Brunswick,July,2015,22.0
New Brunswick,August,2015,11.0
New Brunswick,September,2015,15.0
New Brunswick,October,2015,3.0
New Brunswick,November,2015,
New Brunswick,December,2015,
Newfoundland and Labrador,January,2015,
Newfoundland and Labrador,March,2015,
Newfoundland and Labrador,April,2015,
Newfoundland and Labrador,May,2015,2.0
Newfoundland and Labrador,June,2015,21.0
Newfoundland and Labrador,July,2015,
Newfoundland and Labrador,August,2015,4.0
Newfoundland and Labrador,September,2015,
Newfoundland and Labrador,October,2015,
Newfoundland and Labrador,November,2015,
Newfoundland and Labrador,December,2015,
Northwest Territories,January,2015,
Northwest Territories,February,2015,
Northwest Territories,April,2015,
Northwest Territories,May,2015,60.0
Northwest Territories,June,2015,125.0
Northwest Territories,July,2015,41.0
Northwest Territories,August,2015,27.0
Northwest Territories,September,2015,
Northwest Territories,October,2015,
Northwest Territories,November,2015,4.0
Northwest Territories,December,2015,
Nova Scotia,January,2015,
Nova Scotia,March,2015,
Nova Scotia,April,2015,1.0
Nova Scotia,May,2015,204.0
Nova Scotia,June,2015,6.0
Nova Scotia,July,2015,12.0
Nova Scotia,August,2015,8.0
Nova Scotia,September,2015,18.0
Nova Scotia,October,2015,
Nova Scotia,November,2015,
Ontario,January,2015,
Ontario,February,2015,
Ontario,March,2015,2.0
Ontario,April,2015,64.0
Ontario,May,2015,126.0
Ontario,June,2015,132.0
Ontario,July,2015,165.0
Ontario,August,2015,116.0
Ontario,September,2015,55.0
Ontario,October,2015,14.0
Ontario,November,2015,
Ontario,December,2015,1.0
Prince Edward Island,January,2015,
Prince Edward Island,February,2015,
Prince Edward Island,March,2015,
Prince Edward Island,April,2015,
Prince Edward Island,May,2015,
Prince Edward Island,June,2015,
Prince Edward Island,July,2015,
Prince Edward Island,August,2015,
Prince Edward Island,September,2015,
Prince Edward Island,October,2015,
Prince Edward Island,November,2015,
Prince Edward Island,December,2015,
Quebec,February,2015,
Quebec,March,2015,
Quebec,April,2015,29.0
Quebec,May,2015,213.0
Quebec,June,2015,46.0
Quebec,July,2015,40.0
Quebec,August,2015,30.0
Quebec,September,2015,21.0
Quebec,October,2015,9.0
Quebec,November,2015,3.0
Quebec,December,2015,1.0
Saskatchewan,January,2015,
Saskatchewan,February,2015,
Saskatchewan,March,2015,1.0
Saskatchewan,April,2015,74.0
Saskatchewan,May,2015,195.0
Saskatchewan,June,2015,258.0
Saskatchewan,July,2015,148.0
Saskatchewan,August,2015,38.0
Saskatchewan,September,2015,8.0
Saskatchewan,October,2015,12.0
Saskatchewan,November,2015,1.0
Saskatchewan,December,2015,
Yukon,January,2015,
Yukon,March,2015,
Yukon,April,2015,
Yukon,May,2015,95.0
Yukon,June,2015,83.0
Yukon,July,2015,5.0
Yukon,August,2015,2.0
Yukon,September,2015,1.0
Yukon,October,2015,
Yukon,November,2015,
Yukon,December,2015,
Alberta,January,2016,7.0
Alberta,February,2016,12.0
Alberta,March,2016,62.0
Alberta,April,2016,287.0
Alberta,May,2016,250.0
Alberta,June,2016,402.0
Alberta,July,2016,221.0
Alberta,August,2016,128.0
Alberta,September,2016,85.0
Alberta,October,2016,14.0
Alberta,November,2016,13.0
Alberta,December,2016,4.0
British Columbia,January,2016,3.0
British Columbia,February,2016,7.0
British Columbia,March,2016,27.0
British Columbia,April,2016,158.0
British Columbia,May,2016,127.0
British Columbia,June,2016,164.0
British Columbia,July,2016,206.0
British Columbia,August,2016,325.0
British Columbia,September,2016,43.0
British Columbia,October,2016,12.0
British Columbia,November,2016,3.0
British Columbia,December,2016,
Manitoba,January,2016,
Manitoba,February,2016,
Manitoba,March,2016,
Manitoba,April,2016,22.0
Manitoba,May,2016,59.0
Manitoba,June,2016,64.0
Manitoba,July,2016,42.0
Manitoba,August,2016,15.0
Manitoba,September,2016,5.0
Manitoba,October,2016,
Manitoba,November,2016,
Manitoba,December,2016,
New Brunswick,March,2016,
New Brunswick,April,2016,151.0
New Brunswick,May,2016,55.0
New Brunswick,June,2016,25.0
New Brunswick,July,2016,10.0
New Brunswick,August,2016,25.0
New Brunswick,September,2016,12.0
New Brunswick,October,2016,7.0
New Brunswick,November,2016,
New Brunswick,December,2016,
Newfoundland and Labrador,January,2016,
Newfoundland and Labrador,March,2016,
Newfoundland and Labrador,April,2016,
Newfoundland and Labrador,May,2016,1.0
Newfoundland and Labrador,June,2016,
Newfoundland and Labrador,July,2016,14.0
Newfoundland and Labrador,August,2016,3.0
Newfoundland and Labrador,September,2016,
Newfoundland and Labrador,October,2016,
Newfoundland and Labrador,November,2016,
Newfoundland and Labrador,December,2016,
Northwest Territories,January,2016,
Northwest Territories,February,2016,
Northwest Territories,April,2016,
Northwest Territories,May,2016,3.0
Northwest Territories,June,2016,58.0
Northwest Territories,July,2016,112.0
Northwest Territories,August,2016,20.0
Northwest Territories,September,2016,
Northwest Territories,October,2016,
Northwest Territories,November,2016,
Northwest Territories,December,2016,
Nova Scotia,January,2016,
Nova Scotia,March,2016,1.0
Nova Scotia,April,2016,104.0
Nova Scotia,May,2016,59.0
Nova Scotia,June,2016,28.0
Nova Scotia,July,2016,15.0
Nova Scotia,August,2016,38.0
Nova Scotia,September,2016,22.0
Nova Scotia,October,2016,4.0
Nova Scotia,November,2016,
Ontario,January,2016,
Ontario,February,2016,
Ontario,March,2016,5.0
Ontario,April,2016,38.0
Ontario,May,2016,176.0
Ontario,June,2016,141.0
Ontario,July,2016,147.0
Ontario,August,2016,113.0
Ontario,September,2016,22.0
Ontario,October,2016,11.0
Ontario,November,2016,4.0
Ontario,December,2016,
Prince Edward Island,January,2016,0.0
Prince Edward Island,February,2016,0.0
Prince Edward Island,March,2016,0.0
Prince Edward Island,April,2016,5.0
Prince Edward Island,May,2016,2.0
Prince Edward Island,June,2016,0.0
Prince Edward Island,July,2016,0.0
Prince Edward Island,August,2016,0.0
Prince Edward Island,September,2016,1.0
Prince Edward Island,October,2016,0.0
Prince Edward Island,November,2016,0.0
Prince Edward Island,December,2016,0.0
Quebec,February,2016,
Quebec,March,2016,1.0
Quebec,April,2016,88.0
Quebec,May,2016,124.0
Quebec,June,2016,119.0
Quebec,July,2016,141.0
Quebec,August,2016,86.0
Quebec,September,2016,17.0
Quebec,October,2016,25.0
Quebec,November,2016,5.0
Quebec,December,2016,1.0
Saskatchewan,January,2016,
Saskatchewan,February,2016,
Saskatchewan,March,2016,
Saskatchewan,April,2016,87.0
Saskatchewan,May,2016,111.0
Saskatchewan,June,2016,125.0
Saskatchewan,July,2016,53.0
Saskatchewan,August,2016,23.0
Saskatchewan,September,2016,9.0
Saskatchewan,October,2016,
Saskatchewan,November,2016,
Saskatchewan,December,2016,
Yukon,January,2016,
Yukon,March,2016,
Yukon,April,2016,2.0
Yukon,May,2016,8.0
Yukon,June,2016,15.0
Yukon,July,2016,19.0
Yukon,August,2016,8.0
Yukon,September,2016,1.0
Yukon,October,2016,
Yukon,November,2016,
Yukon,December,2016,
Alberta,January,2017,4.0
Alberta,February,2017,4.0
Alberta,March,2017,14.0
Alberta,April,2017,101.0
Alberta,May,2017,348.0
Alberta,June,2017,176.0
Alberta,July,2017,285.0
Alberta,August,2017,264.0
Alberta,September,2017,77.0
Alberta,October,2017,49.0
Alberta,November,2017,5.0
Alberta,December,2017,3.0
